blank,BU Family,Business Unit,Business Unit 1,Business Unit 2,Business Unit 3,Business Unit 4,Business Unit 5,Company,Customer,Date,Month,Product,Product Family,Quarter,Type,Year,Densificator,Incomes,Number of Records,Path,Returns,Sales in seleted currency,Sales M.CHF,Sales M.RUB,Sales M.USD,SOM Competitors,SOM Market,SOM Roche,SOM Roche Onco,SOM Roche SP,zero
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,30/01/2020 00:00:00,1,Prd33,FAM11,1,Sale,2020,0,41.338,1,0,,41.338,41.338,2652.318,37.24144144,1,1,0,0,0,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust29,04/03/2020 00:00:00,3,Prd33,FAM11,1,Return,2020,0,,1,0,-0.017,-0.017,-0.017,-1.115,-0.015315315,1,1,0,0,0,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,16/01/2019 00:00:00,1,Prd33,FAM11,1,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,23/01/2019 00:00:00,1,Prd33,FAM11,1,Sale,2019,1,42.153,1,1,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,13/02/2019 00:00:00,2,Prd33,FAM11,1,Sale,2019,1,19.759,1,1,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,20/02/2019 00:00:00,2,Prd33,FAM11,1,Sale,2019,0,39.142,1,0,,39.142,39.142,2318.738,35.26306306,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,04/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,13/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,1,19.759,1,1,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,20/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,0,84.307,1,0,,84.307,84.307,4994.206,75.95225225,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,27/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,1,19.759,1,1,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,12/04/2019 00:00:00,4,Prd33,FAM11,2,Sale,2019,0,162.85,1,0,,162.85,162.85,9646.992,146.7117117,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,17/04/2019 00:00:00,4,Prd33,FAM11,2,Sale,2019,1,19.759,1,1,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,24/04/2019 00:00:00,4,Prd33,FAM11,2,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,06/05/2019 00:00:00,5,Prd33,FAM11,2,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,15/05/2019 00:00:00,5,Prd33,FAM11,2,Sale,2019,1,42.153,1,1,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,22/05/2019 00:00:00,5,Prd33,FAM11,2,Sale,2019,0,21.077,1,0,,21.077,21.077,1248.551,18.98828829,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,29/05/2019 00:00:00,5,Prd33,FAM11,2,Sale,2019,1,42.153,1,1,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,02/06/2019 00:00:00,6,Prd33,FAM11,2,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,03/06/2019 00:00:00,6,Prd33,FAM11,2,Sale,2019,1,19.759,1,1,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,08/07/2019 00:00:00,7,Prd33,FAM11,3,Sale,2019,0,126.46,1,0,,126.46,126.46,7491.308,113.9279279,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,17/07/2019 00:00:00,7,Prd33,FAM11,3,Sale,2019,1,42.153,1,1,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,05/08/2019 00:00:00,8,Prd33,FAM11,3,Sale,2019,1,42.153,1,1,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,14/08/2019 00:00:00,8,Prd33,FAM11,3,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,04/10/2019 00:00:00,10,Prd33,FAM11,4,Sale,2019,0,42.153,1,0,,42.153,42.153,2497.103,37.97567568,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,09/11/2019 00:00:00,11,Prd33,FAM11,4,Sale,2019,1,84.307,1,1,,84.307,84.307,4994.206,75.95225225,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,12/11/2019 00:00:00,11,Prd33,FAM11,4,Sale,2019,0,97.71,1,0,,97.71,97.71,5788.195,88.02702703,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,07/12/2019 00:00:00,12,Prd33,FAM11,4,Sale,2019,1,84.307,1,1,,84.307,84.307,4994.206,75.95225225,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust3,18/12/2019 00:00:00,12,Prd33,FAM11,4,Sale,2019,0,81.425,1,0,,81.425,81.425,4823.496,73.35585586,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust31,18/11/2019 00:00:00,11,Prd33,FAM11,4,Sale,2019,0,0.489,1,0,,0.489,0.489,28.984,0.440540541,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust31,02/12/2020 00:00:00,12,Prd33,FAM11,4,Sale,2020,0,0.067,1,0,,0.067,0.067,4.306,0.06036036,1,1,0,0,0,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,17/01/2019 00:00:00,1,Prd33,FAM11,1,Sale,2019,1,14.49,1,1,,14.49,14.49,858.379,13.05405405,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,20/02/2019 00:00:00,2,Prd33,FAM11,1,Sale,2019,0,14.49,1,0,,14.49,14.49,858.379,13.05405405,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,04/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,0,25.029,1,0,,25.029,25.029,1482.655,22.54864865,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,06/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,0,19.759,1,0,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,12/05/2019 00:00:00,5,Prd33,FAM11,2,Sale,2019,0,87.532,1,0,,87.532,87.532,5185.258,78.85765766,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,02/06/2019 00:00:00,6,Prd33,FAM11,2,Sale,2019,0,17.125,1,0,,17.125,17.125,1014.448,15.42792793,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,03/06/2019 00:00:00,6,Prd33,FAM11,2,Sale,2019,1,15.807,1,1,,15.807,15.807,936.414,14.24054054,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust35,08/07/2019 00:00:00,7,Prd33,FAM11,3,Sale,2019,0,44.788,1,0,,44.788,44.788,2653.172,40.34954955,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust5,29/04/2019 00:00:00,4,Prd33,FAM11,2,Sale,2019,1,0.565,1,1,,0.565,0.565,33.443,0.509009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust5,16/09/2019 00:00:00,9,Prd33,FAM11,3,Sale,2019,0,0.019,1,0,,0.019,0.019,1.115,0.017117117,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust7,27/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,1,1.731,1,1,,1.731,1.731,102.56,1.559459459,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust7,02/06/2019 00:00:00,6,Prd33,FAM11,2,Sale,2019,0,1.731,1,0,,1.731,1.731,102.56,1.559459459,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust7,05/08/2019 00:00:00,8,Prd33,FAM11,3,Sale,2019,1,5.646,1,1,,5.646,5.646,334.433,5.086486486,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust7,12/11/2019 00:00:00,11,Prd33,FAM11,4,Sale,2019,0,5.743,1,0,,5.743,5.743,340.229,5.173873874,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,16/01/2019 00:00:00,1,Prd33,FAM11,1,Sale,2019,0,10.538,1,0,,10.538,10.538,624.276,9.493693694,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,20/03/2019 00:00:00,3,Prd33,FAM11,1,Sale,2019,0,15.055,1,0,,15.055,15.055,891.822,13.56306306,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,22/05/2019 00:00:00,5,Prd33,FAM11,2,Sale,2019,0,19.759,1,0,,19.759,19.759,1170.517,17.8009009,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,16/08/2019 00:00:00,8,Prd33,FAM11,3,Sale,2019,0,1.317,1,0,,1.317,1.317,78.034,1.186486486,,,,,,0
,Speciality Business,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust9,23/01/2020 00:00:00,1,Prd33,FAM11,1,Sale,2020,1,1.879,1,1,,1.879,1.879,120.56,1.692792793,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,26/02/2019 00:00:00,2,Prd34,FAM12,1,Sale,2019,0,178.796,1,0,,178.796,178.796,10591.606,161.0774775,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2019 00:00:00,2,Prd34,FAM12,1,Return,2019,0,,1,0,-41.123,-41.123,-41.123,-2436.069,-37.04774775,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,09/03/2019 00:00:00,3,Prd34,FAM12,1,Sale,2019,1,299.483,1,1,,299.483,299.483,17740.94,269.8045045,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,20/03/2019 00:00:00,3,Prd34,FAM12,1,Sale,2019,0,446.989,1,0,,446.989,446.989,26479.017,402.6927928,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/03/2019 00:00:00,3,Prd34,FAM12,1,Sale,2019,1,41.123,1,1,,41.123,41.123,2436.069,37.04774775,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2019 00:00:00,3,Prd34,FAM12,1,Return,2019,1,,1,1,-83.193,-83.193,-83.193,-4928.212,-74.94864865,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,15/04/2019 00:00:00,4,Prd34,FAM12,2,Return,2019,1,,1,1,-26.819,-26.819,-26.819,-1588.741,-24.16126126,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2019 00:00:00,4,Prd34,FAM12,2,Sale,2019,0,83.193,1,0,,83.193,83.193,4928.212,74.94864865,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/05/2019 00:00:00,5,Prd34,FAM12,2,Return,2019,1,,1,1,-56.373,-56.373,-56.373,-3339.471,-50.78648649,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,17/06/2019 00:00:00,6,Prd34,FAM12,2,Sale,2019,1,49.169,1,1,,49.169,49.169,2912.691,44.2963964,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2019 00:00:00,6,Prd34,FAM12,2,Return,2019,0,,1,0,-4.628,-4.628,-4.628,-274.136,-4.169369369,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2019 00:00:00,7,Prd34,FAM12,3,Return,2019,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/08/2019 00:00:00,8,Prd34,FAM12,3,Return,2019,0,,1,0,-61.001,-61.001,-61.001,-3613.607,-54.95585586,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/08/2019 00:00:00,8,Prd34,FAM12,3,Sale,2019,1,61.001,1,1,,61.001,61.001,3613.607,54.95585586,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/09/2019 00:00:00,9,Prd34,FAM12,3,Return,2019,0,,1,0,-28.187,-28.187,-28.187,-1669.736,-25.39369369,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,17/10/2019 00:00:00,10,Prd34,FAM12,4,Sale,2019,1,201.145,1,1,,201.145,201.145,11915.557,181.2117117,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/10/2019 00:00:00,10,Prd34,FAM12,4,Return,2019,1,,1,1,-18.931,-18.931,-18.931,-1121.464,-17.05495496,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,21/11/2019 00:00:00,11,Prd34,FAM12,4,Return,2019,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/11/2019 00:00:00,11,Prd34,FAM12,4,Return,2019,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,16/12/2019 00:00:00,12,Prd34,FAM12,4,Return,2019,0,,1,0,-0.115,-0.115,-0.115,-6.798,-0.103603604,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,19/02/2020 00:00:00,2,Prd34,FAM12,1,Sale,2020,1,349.498,1,1,,349.498,349.498,22424.174,314.8630631,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2020 00:00:00,2,Prd34,FAM12,1,Return,2020,0,,1,0,-80.385,-80.385,-80.385,-5157.56,-72.41891892,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,19/03/2020 00:00:00,3,Prd34,FAM12,1,Sale,2020,1,567.935,1,1,,567.935,567.935,36439.283,511.6531532,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd34,FAM12,1,Return,2020,1,,1,1,-130.625,-130.625,-130.625,-8381.035,-117.6801802,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/04/2020 00:00:00,4,Prd34,FAM12,2,Sale,2020,1,140.285,1,1,,140.285,140.285,9000.815,126.3828829,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd34,FAM12,2,Return,2020,0,,1,0,-37.959,-37.959,-37.959,-2435.514,-34.1972973,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,20/05/2020 00:00:00,5,Prd34,FAM12,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/05/2020 00:00:00,5,Prd34,FAM12,2,Sale,2020,1,24.756,1,1,,24.756,24.756,1588.379,22.3027027,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd34,FAM12,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,13/07/2020 00:00:00,7,Prd34,FAM12,3,Sale,2020,1,140.285,1,1,,140.285,140.285,9000.814,126.3828829,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/07/2020 00:00:00,7,Prd34,FAM12,3,Sale,2020,1,24.756,1,1,,24.756,24.756,1588.379,22.3027027,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd34,FAM12,3,Return,2020,1,,1,1,-37.959,-37.959,-37.959,-2435.514,-34.1972973,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,09/03/2019 00:00:00,3,Prd35,FAM12,1,Sale,2019,1,300.248,1,1,,300.248,300.248,17786.264,270.4936937,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,20/03/2019 00:00:00,3,Prd35,FAM12,1,Sale,2019,0,667.217,1,0,,667.217,667.217,39525.031,601.0963964,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2019 00:00:00,3,Prd35,FAM12,1,Return,2019,1,,1,1,-62.797,-62.797,-62.797,-3720.003,-56.57387387,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,10/04/2019 00:00:00,4,Prd35,FAM12,2,Sale,2019,0,153.46,1,0,,153.46,153.46,9090.757,138.2522523,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2019 00:00:00,4,Prd35,FAM12,2,Sale,2019,0,62.797,1,0,,62.797,62.797,3720.003,56.57387387,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/05/2019 00:00:00,5,Prd35,FAM12,2,Return,2019,1,,1,1,-62.797,-62.797,-62.797,-3720.003,-56.57387387,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,17/06/2019 00:00:00,6,Prd35,FAM12,2,Sale,2019,1,146.788,1,1,,146.788,146.788,8695.507,132.2414414,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2019 00:00:00,6,Prd35,FAM12,2,Return,2019,0,,1,0,-13.815,-13.815,-13.815,-818.401,-12.44594595,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2019 00:00:00,7,Prd35,FAM12,3,Return,2019,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/08/2019 00:00:00,8,Prd35,FAM12,3,Return,2019,0,,1,0,-76.612,-76.612,-76.612,-4538.404,-69.01981982,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/08/2019 00:00:00,8,Prd35,FAM12,3,Sale,2019,1,76.612,1,1,,76.612,76.612,4538.404,69.01981982,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/09/2019 00:00:00,9,Prd35,FAM12,3,Return,2019,0,,1,0,-28.259,-28.259,-28.259,-1674.001,-25.45855856,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,17/10/2019 00:00:00,10,Prd35,FAM12,4,Sale,2019,1,226.854,1,1,,226.854,226.854,13438.51,204.372973,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/10/2019 00:00:00,10,Prd35,FAM12,4,Return,2019,1,,1,1,-35.794,-35.794,-35.794,-2120.402,-32.24684685,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,21/11/2019 00:00:00,11,Prd35,FAM12,4,Return,2019,1,,1,1,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/11/2019 00:00:00,11,Prd35,FAM12,4,Return,2019,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,16/12/2019 00:00:00,12,Prd35,FAM12,4,Return,2019,0,,1,0,-0.908,-0.908,-0.908,-53.805,-0.818018018,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,22/01/2020 00:00:00,1,Prd35,FAM12,1,Sale,2020,0,548.14,1,0,,548.14,548.14,35169.263,493.8198198,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/01/2020 00:00:00,1,Prd35,FAM12,1,Return,2020,1,,1,1,-51.59,-51.59,-51.59,-3310.048,-46.47747748,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,21/02/2020 00:00:00,2,Prd35,FAM12,1,Sale,2020,1,96.731,1,1,,96.731,96.731,6206.341,87.14504505,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2020 00:00:00,2,Prd35,FAM12,1,Return,2020,0,,1,0,-96.731,-96.731,-96.731,-6206.341,-87.14504505,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,19/03/2020 00:00:00,3,Prd35,FAM12,1,Sale,2020,1,405.762,1,1,,405.762,405.762,26034.088,365.5513514,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/03/2020 00:00:00,3,Prd35,FAM12,1,Return,2020,1,,1,1,-93.325,-93.325,-93.325,-5987.84,-84.07657658,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/04/2020 00:00:00,4,Prd35,FAM12,2,Sale,2020,1,141.654,1,1,,141.654,141.654,9088.686,127.6162162,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/04/2020 00:00:00,4,Prd35,FAM12,2,Return,2020,0,,1,0,-38.33,-38.33,-38.33,-2459.292,-34.53153153,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,20/05/2020 00:00:00,5,Prd35,FAM12,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/05/2020 00:00:00,5,Prd35,FAM12,2,Sale,2020,1,24.998,1,1,,24.998,24.998,1603.886,22.52072072,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,30/06/2020 00:00:00,6,Prd35,FAM12,2,Return,2020,0,,1,0,,0,0,0,0,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,13/07/2020 00:00:00,7,Prd35,FAM12,3,Sale,2020,1,412.645,1,1,,412.645,412.645,26475.737,371.7522523,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/07/2020 00:00:00,7,Prd35,FAM12,3,Sale,2020,1,72.82,1,1,,72.82,72.82,4672.189,65.6036036,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,31/07/2020 00:00:00,7,Prd35,FAM12,3,Return,2020,1,,1,1,-111.657,-111.657,-111.657,-7164.023,-100.5918919,1,1,0,0,0,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,26/02/2019 00:00:00,2,Prd36,FAM12,1,Sale,2019,0,687.673,1,0,,687.673,687.673,40736.814,619.5252252,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,28/02/2019 00:00:00,2,Prd36,FAM12,1,Return,2019,0,,1,0,-158.165,-158.165,-158.165,-9369.467,-142.490991,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,09/03/2019 00:00:00,3,Prd36,FAM12,1,Sale,2019,1,962.742,1,1,,962.742,962.742,57031.54,867.3351351,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,20/03/2019 00:00:00,3,Prd36,FAM12,1,Sale,2019,0,567.33,1,0,,567.33,567.33,33607.871,511.1081081,,,,,,0
,Other,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Competitor,Cust30,29/03/2019 00:00:00,3,Prd36,FAM12,1,Sale,2019,1,158.165,1,1,,158.165,158.165,9369.467,142.490991,,,,,,0
